normalization_mode mode3
title l64c64a076_m140_fit_pz1
gm T5
eta eta0
pz 1
bT 0
component real
nstates 2
normalization_sample_domain complex
input_fit_table /Users/xiang/Desktop/codes/lat-hadron-analysis-DA/examples/l64c64a076_m140/analysis/2-bm/results_fit_nst2/l64c64a076_m140_fit_pz1/tables/l64c64a076_m140_fit_pz1_T5_eta0_bT0_real_2state_fit.txt
input_sample_table /Users/xiang/Desktop/codes/lat-hadron-analysis-DA/examples/l64c64a076_m140/analysis/2-bm/results_fit_nst2/l64c64a076_m140_fit_pz1/samples/l64c64a076_m140_fit_pz1_T5_eta0_bT0_real_2state_samples.txt
reference_same_pz_bT0_bz0 l64c64a076_m140_fit_pz1 T5 eta0 pz=1 bT=0 bz=0
reference_pz0_same_bT_bz0 l64c64a076_m140_fit_pz0 T5 eta0 pz=0 bT=0 bz=0
reference_pz0_bT0_bz0 l64c64a076_m140_fit_pz0 T5 eta0 pz=0 bT=0 bz=0
bz	sample_id	success	m0
1	77	1	9.4612020188e-01
1	78	1	9.4594016629e-01
1	79	1	9.4598371370e-01
1	80	1	9.4604670468e-01
1	81	1	9.4601182338e-01
1	82	1	9.4600059262e-01
1	83	1	9.4607604348e-01
1	84	1	9.4596733241e-01
1	85	1	9.4597722659e-01
1	86	1	9.4608400423e-01
1	87	1	9.4606258392e-01
1	88	1	9.4603495543e-01
1	89	1	9.4607757378e-01
1	90	1	9.4609181227e-01
1	91	1	9.4605837350e-01
1	92	1	9.4600058380e-01
1	93	1	9.4603390319e-01
1	94	1	9.4601459232e-01
1	95	1	9.4607904157e-01
1	96	1	9.4602376859e-01
1	97	1	9.4598932119e-01
1	98	1	9.4599225117e-01
1	99	1	9.4608373495e-01
1	100	1	9.4603116351e-01
1	101	1	9.4604546041e-01
1	102	1	9.4601671328e-01
1	103	1	9.4599389505e-01
1	104	1	9.4605534059e-01
1	105	1	9.4609415482e-01
1	106	1	9.4599634374e-01
1	107	1	9.4602384561e-01
1	108	1	9.4606274044e-01
1	109	1	9.4599273424e-01
1	110	1	9.4609393164e-01
1	111	1	9.4600232350e-01
1	112	1	9.4600971771e-01
1	113	1	9.4617465466e-01
1	114	1	9.4603954377e-01
1	115	1	9.4605151127e-01
1	116	1	9.4591821523e-01
1	117	1	9.4601659099e-01
1	118	1	9.4605306138e-01
1	119	1	9.4601888695e-01
1	120	1	9.4589392602e-01
1	121	1	9.4600445445e-01
1	122	1	9.4609407387e-01
1	123	1	9.4614937116e-01
1	124	1	9.4609248642e-01
1	125	1	9.4601006736e-01
1	126	1	9.4601781642e-01
1	127	1	9.4602568964e-01
1	128	1	9.4597063389e-01
1	129	1	9.4609997298e-01
1	130	1	9.4600442322e-01
1	131	1	9.4605232314e-01
1	132	1	9.4608232086e-01
1	133	1	9.4602331330e-01
1	134	1	9.4599640072e-01
1	135	1	9.4608337395e-01
1	136	1	9.4605619184e-01
1	137	1	9.4593550554e-01
1	138	1	9.4613541504e-01
1	139	1	9.4595762208e-01
1	140	1	9.4600908727e-01
1	141	1	9.4599020025e-01
1	142	1	9.4610291978e-01
1	143	1	9.4598128614e-01
1	144	1	9.4596328816e-01
1	145	1	9.4604026689e-01
1	146	1	9.4613456205e-01
1	147	1	9.4603518235e-01
1	148	1	9.4600574157e-01
1	149	1	9.4594060618e-01
1	150	1	9.4608779992e-01
1	151	1	9.4596478299e-01
1	152	1	9.4603766211e-01
1	153	1	9.4604863444e-01
1	154	1	9.4606826452e-01
1	155	1	9.4605578915e-01
1	156	1	9.4595629448e-01
1	157	1	9.4598121269e-01
1	158	1	9.4597139850e-01
1	159	1	9.4600091780e-01
1	160	1	9.4603637179e-01
1	161	1	9.4600613812e-01
1	162	1	9.4602093979e-01
1	163	1	9.4598543254e-01
1	164	1	9.4603996002e-01
1	165	1	9.4601290118e-01
1	166	1	9.4597656562e-01
1	167	1	9.4606494438e-01
1	168	1	9.4603124177e-01
1	169	1	9.4599715052e-01
1	170	1	9.4596867459e-01
1	171	1	9.4596730603e-01
1	172	1	9.4609734070e-01
1	173	1	9.4607416746e-01
1	174	1	9.4611161490e-01
1	175	1	9.4608209095e-01
1	176	1	9.4595908210e-01
1	177	1	9.4602703400e-01
1	178	1	9.4594063501e-01
1	179	1	9.4611345337e-01
1	180	1	9.4607356883e-01
1	181	1	9.4603580501e-01
1	182	1	9.4606432033e-01
1	183	1	9.4599706281e-01
1	184	1	9.4605934589e-01
1	185	1	9.4601513263e-01
1	186	1	9.4600399330e-01
1	187	1	9.4603881804e-01
1	188	1	9.4609766763e-01
1	189	1	9.4595265183e-01
1	190	1	9.4606446494e-01
1	191	1	9.4607572298e-01
1	192	1	9.4595503809e-01
1	193	1	9.4594601541e-01
1	194	1	9.4601636746e-01
1	195	1	9.4599481491e-01
1	196	1	9.4607625642e-01
1	197	1	9.4597564453e-01
1	198	1	9.4597836569e-01
1	199	1	9.4607316123e-01
2	0	1	8.4946308366e-01
2	1	1	8.4991725328e-01
2	2	1	8.4939683876e-01
2	3	1	8.4974523530e-01
2	4	1	8.4971552871e-01
2	5	1	8.4974656200e-01
2	6	1	8.4994089816e-01
2	7	1	8.4986426123e-01
2	8	1	8.4994516159e-01
2	9	1	8.5008937761e-01
2	10	1	8.4990639397e-01
2	11	1	8.4977021069e-01
2	12	1	8.4957119061e-01
2	13	1	8.4977359917e-01
2	14	1	8.4964958200e-01
2	15	1	8.4979510136e-01
2	16	1	8.4978102731e-01
2	17	1	8.4995686511e-01
2	18	1	8.4973113664e-01
2	19	1	8.4978808919e-01
2	20	1	8.4966997178e-01
2	21	1	8.4971026787e-01
2	22	1	8.4975526449e-01
2	23	1	8.4967792127e-01
2	24	1	8.4989029328e-01
2	25	1	8.4970264827e-01
2	26	1	8.4949352061e-01
2	27	1	8.4955178754e-01
2	28	1	8.4992546271e-01
2	29	1	8.4966573216e-01
2	30	1	8.4980150857e-01
2	31	1	8.4973886266e-01
2	32	1	8.4996184653e-01
2	33	1	8.4988572592e-01
2	34	1	8.4993877851e-01
2	35	1	8.5023201576e-01
2	36	1	8.4970794691e-01
2	37	1	8.4950367749e-01
2	38	1	8.4999658412e-01
2	39	1	8.4973906928e-01
2	40	1	8.4997459888e-01
2	41	1	8.4992144582e-01
2	42	1	8.4965040625e-01
2	43	1	8.4991790895e-01
2	44	1	8.4988997397e-01
2	45	1	8.4995230340e-01
2	46	1	8.4996167779e-01
2	47	1	8.4978836031e-01
2	48	1	8.4965000709e-01
2	49	1	8.4972607418e-01
2	50	1	8.4982969492e-01
2	51	1	8.4967645110e-01
2	52	1	8.4941008815e-01
2	53	1	8.4998590405e-01
2	54	1	8.4994711440e-01
2	55	1	8.4987187789e-01
2	56	1	8.4958975058e-01
2	57	1	8.4998862335e-01
2	58	1	8.4992027649e-01
2	59	1	8.4979209169e-01
2	60	1	8.4968841837e-01
2	61	1	8.4965343556e-01
2	62	1	8.4978638801e-01
2	63	1	8.4958953668e-01
2	64	1	8.4970735573e-01
2	65	1	8.5026252421e-01
2	66	1	8.4977053578e-01
2	67	1	8.4978303741e-01
2	68	1	8.4983184338e-01
2	69	1	8.4986406558e-01
2	70	1	8.4969249321e-01
2	71	1	8.4987471139e-01
2	72	1	8.4963413993e-01
2	73	1	8.4991578702e-01
2	74	1	8.4972744755e-01
2	75	1	8.4971187227e-01
2	76	1	8.4978799744e-01
2	77	1	8.5009511814e-01
2	78	1	8.4952149940e-01
2	79	1	8.4965383286e-01
2	80	1	8.4991150839e-01
2	81	1	8.4978438830e-01
2	82	1	8.4971988451e-01
2	83	1	8.4986966866e-01
2	84	1	8.4969215895e-01
2	85	1	8.4959512554e-01
2	86	1	8.4992869690e-01
2	87	1	8.4994464213e-01
2	88	1	8.4985712416e-01
2	89	1	8.4995314262e-01
2	90	1	8.4991763004e-01
2	91	1	8.4996160008e-01
2	92	1	8.4973765478e-01
2	93	1	8.4982044484e-01
2	94	1	8.4976388406e-01
2	95	1	8.4996348723e-01
2	96	1	8.4982824437e-01
2	97	1	8.4971205182e-01
2	98	1	8.4973944325e-01
2	99	1	8.4989749725e-01
2	100	1	8.4980989827e-01
2	101	1	8.4987686894e-01
2	102	1	8.4973475090e-01
2	103	1	8.4970429690e-01
2	104	1	8.4994325059e-01
2	105	1	8.4998534209e-01
2	106	1	8.4970354666e-01
2	107	1	8.4978015807e-01
2	108	1	8.4993470255e-01
2	109	1	8.4964154667e-01
2	110	1	8.5003767414e-01
2	111	1	8.4976203475e-01
2	112	1	8.4975513365e-01
2	113	1	8.5023678374e-01
2	114	1	8.4987758791e-01
2	115	1	8.4993792241e-01
2	116	1	8.4944103685e-01
2	117	1	8.4973384616e-01
2	118	1	8.4986402058e-01
2	119	1	8.4980670842e-01
2	120	1	8.4936236902e-01
2	121	1	8.4972992945e-01
2	122	1	8.4998798394e-01
2	123	1	8.5013060016e-01
2	124	1	8.5002868637e-01
2	125	1	8.4972145551e-01
2	126	1	8.4981442431e-01
2	127	1	8.4975709988e-01
2	128	1	8.4964400789e-01
2	129	1	8.4997101873e-01
2	130	1	8.4967326404e-01
2	131	1	8.4986001805e-01
2	132	1	8.4991746406e-01
2	133	1	8.4982462535e-01
2	134	1	8.4962566676e-01
2	135	1	8.4998654041e-01
2	136	1	8.4986856275e-01
2	137	1	8.4949264822e-01
2	138	1	8.5010940641e-01
2	139	1	8.4965949789e-01
2	140	1	8.4974663954e-01
2	141	1	8.4971183947e-01
2	142	1	8.5000251159e-01
2	143	1	8.4966595124e-01
2	144	1	8.4956275436e-01
2	145	1	8.4984077985e-01
2	146	1	8.5019972963e-01
2	147	1	8.4984807499e-01
2	148	1	8.4980402988e-01
2	149	1	8.4957328991e-01
2	150	1	8.4997667901e-01
2	151	1	8.4957767392e-01
2	152	1	8.4982513025e-01
2	153	1	8.4990968912e-01
2	154	1	8.4997508435e-01
2	155	1	8.4990984228e-01
2	156	1	8.4952474049e-01
2	157	1	8.4962401491e-01
2	158	1	8.4963519379e-01
2	159	1	8.4976738926e-01
2	160	1	8.4990369475e-01
2	161	1	8.4974285620e-01
2	162	1	8.4974134531e-01
2	163	1	8.4967383294e-01
2	164	1	8.4984801986e-01
2	165	1	8.4973212064e-01
2	166	1	8.4961265212e-01
2	167	1	8.4987699353e-01
2	168	1	8.4978063436e-01
2	169	1	8.4966175080e-01
2	170	1	8.4963150926e-01
2	171	1	8.4959700832e-01
2	172	1	8.5003932896e-01
2	173	1	8.4997602332e-01
2	174	1	8.5008326609e-01
2	175	1	8.4993329519e-01
2	176	1	8.4960219339e-01
2	177	1	8.4983702035e-01
2	178	1	8.4951329947e-01
2	179	1	8.5005699997e-01
2	180	1	8.4991758335e-01
2	181	1	8.4989882065e-01
2	182	1	8.4994329331e-01
2	183	1	8.4971696239e-01
2	184	1	8.4992111214e-01
2	185	1	8.4983212513e-01
2	186	1	8.4969019574e-01
2	187	1	8.4985001934e-01
2	188	1	8.5004561395e-01
2	189	1	8.4960853192e-01
2	190	1	8.4989046441e-01
2	191	1	8.4993081345e-01
2	192	1	8.4961355236e-01
2	193	1	8.4954898888e-01
2	194	1	8.4980950718e-01
2	195	1	8.4969516891e-01
2	196	1	8.4998351156e-01
2	197	1	8.4963040923e-01
2	198	1	8.4963060168e-01
2	199	1	8.4988912723e-01
3	0	1	7.4858985458e-01
3	1	1	7.4936839249e-01
3	2	1	7.4843988477e-01
3	3	1	7.4910953399e-01
3	4	1	7.4904605054e-01
3	5	1	7.4898894539e-01
3	6	1	7.4939228106e-01
3	7	1	7.4926007548e-01
3	8	1	7.4944739569e-01
3	9	1	7.4971360717e-01
3	10	1	7.4943111794e-01
3	11	1	7.4917030840e-01
3	12	1	7.4877055162e-01
3	13	1	7.4899900053e-01
3	14	1	7.4885856077e-01
3	15	1	7.4910513264e-01
3	16	1	7.4910636951e-01
3	17	1	7.4952610711e-01
3	18	1	7.4911501524e-01
3	19	1	7.4917475714e-01
3	20	1	7.4892038030e-01
3	21	1	7.4897427358e-01
3	22	1	7.4905476522e-01
3	23	1	7.4902240089e-01
3	24	1	7.4932903577e-01
3	25	1	7.4898689675e-01
3	26	1	7.4869616657e-01
3	27	1	7.4875733121e-01
3	28	1	7.4923886883e-01
3	29	1	7.4892698053e-01
3	30	1	7.4907312821e-01
3	31	1	7.4906574488e-01
3	32	1	7.4944366011e-01
3	33	1	7.4935756964e-01
3	34	1	7.4935263175e-01
3	35	1	7.4986258487e-01
3	36	1	7.4901777334e-01
3	37	1	7.4870576258e-01
3	38	1	7.4957418986e-01
3	39	1	7.4891825031e-01
3	40	1	7.4947075921e-01
3	41	1	7.4940711433e-01
3	42	1	7.4895639444e-01
3	43	1	7.4941662586e-01
3	44	1	7.4925727570e-01
3	45	1	7.4947266063e-01
3	46	1	7.4945210691e-01
3	47	1	7.4907326281e-01
3	48	1	7.4894402246e-01
3	49	1	7.4898729077e-01
3	50	1	7.4919357205e-01
3	51	1	7.4884990076e-01
3	52	1	7.4847742169e-01
3	53	1	7.4946528406e-01
3	54	1	7.4933013951e-01
3	55	1	7.4924901706e-01
3	56	1	7.4875274875e-01
3	57	1	7.4946088429e-01
3	58	1	7.4933916100e-01
3	59	1	7.4907433791e-01
3	60	1	7.4898262818e-01
3	61	1	7.4896505563e-01
3	62	1	7.4923855763e-01
3	63	1	7.4875781198e-01
3	64	1	7.4896813224e-01
3	65	1	7.5002427657e-01
3	66	1	7.4904626974e-01
3	67	1	7.4908457769e-01
3	68	1	7.4922583036e-01
3	69	1	7.4926863635e-01
3	70	1	7.4896336202e-01
3	71	1	7.4923498052e-01
3	72	1	7.4892140962e-01
3	73	1	7.4934712479e-01
3	74	1	7.4900698169e-01
3	75	1	7.4913055620e-01
3	76	1	7.4921518093e-01
3	77	1	7.4968538236e-01
3	78	1	7.4870336277e-01
3	79	1	7.4887996936e-01
3	80	1	7.4941568524e-01
3	81	1	7.4918181930e-01
3	82	1	7.4900902168e-01
3	83	1	7.4916643614e-01
3	84	1	7.4911622945e-01
3	85	1	7.4870643861e-01
3	86	1	7.4930819673e-01
3	87	1	7.4943756492e-01
3	88	1	7.4929396534e-01
3	89	1	7.4940019443e-01
3	90	1	7.4923119110e-01
3	91	1	7.4954579394e-01
3	92	1	7.4908311868e-01
3	93	1	7.4920363897e-01
3	94	1	7.4908103401e-01
3	95	1	7.4944412418e-01
3	96	1	7.4925854505e-01
3	97	1	7.4905673170e-01
3	98	1	7.4909820484e-01
3	99	1	7.4920853318e-01
3	100	1	7.4915444616e-01
3	101	1	7.4932437452e-01
3	102	1	7.4899219698e-01
3	103	1	7.4899507103e-01
3	104	1	7.4951004125e-01
3	105	1	7.4944785935e-01
3	106	1	7.4895331005e-01
3	107	1	7.4910671987e-01
3	108	1	7.4942306912e-01
3	109	1	7.4880239903e-01
3	110	1	7.4960130833e-01
3	111	1	7.4914705775e-01
3	112	1	7.4910267301e-01
3	113	1	7.4989447453e-01
3	114	1	7.4930650377e-01
3	115	1	7.4947364552e-01
3	116	1	7.4847718681e-01
3	117	1	7.4900577361e-01
3	118	1	7.4927371668e-01
3	119	1	7.4920805596e-01
3	120	1	7.4838014582e-01
3	121	1	7.4902296171e-01
3	122	1	7.4941447558e-01
3	123	1	7.4961492927e-01
3	124	1	7.4960402282e-01
3	125	1	7.4897734085e-01
3	126	1	7.4923770277e-01
3	127	1	7.4902305297e-01
3	128	1	7.4890703860e-01
3	129	1	7.4939435865e-01
3	130	1	7.4887993847e-01
3	131	1	7.4924162094e-01
3	132	1	7.4927369959e-01
3	133	1	7.4922398464e-01
3	134	1	7.4873845822e-01
3	135	1	7.4951979469e-01
3	136	1	7.4925398719e-01
3	137	1	7.4857795211e-01
3	138	1	7.4962709645e-01
3	139	1	7.4902225386e-01
3	140	1	7.4905996253e-01
3	141	1	7.4904988086e-01
3	142	1	7.4946962055e-01
3	143	1	7.4895267629e-01
3	144	1	7.4869500370e-01
3	145	1	7.4922649308e-01
3	146	1	7.4995235763e-01
3	147	1	7.4926689704e-01
3	148	1	7.4924610181e-01
3	149	1	7.4883681222e-01
3	150	1	7.4944956849e-01
3	151	1	7.4873087885e-01
3	152	1	7.4916671430e-01
3	153	1	7.4939654586e-01
3	154	1	7.4952390579e-01
3	155	1	7.4935778948e-01
3	156	1	7.4859277883e-01
3	157	1	7.4881343587e-01
3	158	1	7.4889714920e-01
3	159	1	7.4916771889e-01
3	160	1	7.4948574599e-01
3	161	1	7.4905721160e-01
3	162	1	7.4900669838e-01
3	163	1	7.4894213697e-01
3	164	1	7.4926549962e-01
3	165	1	7.4901014459e-01
3	166	1	7.4882123071e-01
3	167	1	7.4922646353e-01
3	168	1	7.4907218768e-01
3	169	1	7.4887765973e-01
3	170	1	7.4885720112e-01
3	171	1	7.4879347694e-01
3	172	1	7.4958295334e-01
3	173	1	7.4949144806e-01
3	174	1	7.4968958931e-01
3	175	1	7.4933230334e-01
3	176	1	7.4881517870e-01
3	177	1	7.4925713085e-01
3	178	1	7.4864346508e-01
3	179	1	7.4958763720e-01
3	180	1	7.4931685517e-01
